L16	2016	Portorož, Slovenia	Proceedings of the Tenth International Conference on Language Resources and Evaluation (LREC'16)
L18	2018	Miyazaki, Japan	Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018)
M91	1991	San Diego, California	Third Message Uunderstanding Conference (MUC-3): Proceedings of a Conference Held in San Diego, California, May 21-23, 1991
M92	1992	McLean, Virginia	Fourth Message Uunderstanding Conference (MUC-4): Proceedings of a Conference Held in McLean, Virginia, June 16-18, 1992
M93	1993	Baltimore, Maryland	Fifth Message Understanding Conference (MUC-5): Proceedings of a Conference Held in Baltimore, Maryland, August 25-27, 1993
M95	1995	Columbia, Maryland, USA	Sixth Message Understanding Conference (MUC-6): Proceedings of a Conference Held in Columbia, Maryland, November 6-8, 1995
M98	1998	Fairfax, Virginia	Seventh Message Understanding Conference (MUC-7): Proceedings of a Conference Held in Fairfax, Virginia, April 29 - May 1, 1998
N01	2001	Pittsburgh, USA	Second Meeting of the North American Chapter of the Association for Computational Linguistics
N03	2003	Edmonton, Canada	Proceedings of the 2003 Human Language Technology Conference of the North American Chapter of the Association for Computational Linguistics
N04	2004	Boston, Massachusetts, USA	Proceedings of the Human Language Technology Conference of the North American Chapter of the Association for Computational Linguistics: HLT-NAACL 2004
N06	2006	New York City, USA	Proceedings of the Human Language Technology Conference of the NAACL, Main Conference
N07	2007	Rochester, New York	Human Language Technologies 2007: The Conference of the North American Chapter of the Association for Computational Linguistics; Proceedings of the Main Conference
N09	2009	Boulder, Colorado	Proceedings of Human Language Technologies: The 2009 Annual Conference of the North American Chapter of the Association for Computational Linguistics
N10	2010	Los Angeles, California	Human Language Technologies: The 2010 Annual Conference of the North American Chapter of the Association for Computational Linguistics
N12	2012	Montréal, Canada	Proceedings of the 2012 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies
N13	2013	Atlanta, Georgia	Proceedings of the 2013 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies
N15	2015	Denver, Colorado	Proceedings of the 2015 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies
N16	2016	San Diego, California	Proceedings of the 2016 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies
N18	2018	New Orleans, Louisiana	Proceedings of the 2018 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long Papers)
N19	2019	Minneapolis, Minnesota	Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)
O00	2000	Taipei, Taiwan	Proceedings of Research on Computational Linguistics Conference XIII
O01	2001	Tainan, Taiwan	Proceedings of Research on Computational Linguistics Conference XIV
O02	2002	@	International Journal of Computational Linguistics & Chinese Language Processing, Volume 7, Number 1, February 2002: Special Issue on HowNet and Its Applications
O03	2003	Hsinchu, Taiwan	Proceedings of Research on Computational Linguistics Conference XV
O04	2004	Taipei, Taiwan	Proceedings of the 16th Conference on Computational Linguistics and Speech Processing
O05	2005	Tainan, Taiwan	Proceedings of the 17th Conference on Computational Linguistics and Speech Processing
O06	2006	Hsinchu, Taiwan	Proceedings of the 18th Conference on Computational Linguistics and Speech Processing
O07	2007	Taipei, Taiwan	Proceedings of the 19th Conference on Computational Linguistics and Speech Processing
O08	2008	Taipei, Taiwan	Proceedings of the 20th Conference on Computational Linguistics and Speech Processing
O09	2009	Taichung, Taiwan	Proceedings of the 21st Conference on Computational Linguistics and Speech Processing
O10	2010	Nantou, Taiwan	Proceedings of the 22nd Conference on Computational Linguistics and Speech Processing (ROCLING 2010)
O11	2011	Taipei, Taiwan	Proceedings of the 23rd Conference on Computational Linguistics and Speech Processing (ROCLING 2011)
O12	2012	Chung-Li, Taiwan	Proceedings of the 24th Conference on Computational Linguistics and Speech Processing (ROCLING 2012)
O13	2013	Kaohsiung, Taiwan	Proceedings of the 25th Conference on Computational Linguistics and Speech Processing (ROCLING 2013)
O14	2014	Jhongli, Taiwan	Proceedings of the 26th Conference on Computational Linguistics and Speech Processing (ROCLING 2014)
O15	2015	Hsinchu, Taiwan	Proceedings of the 27th Conference on Computational Linguistics and Speech Processing (ROCLING 2015)
O16	2016	Tainan, Taiwan	Proceedings of the 28th Conference on Computational Linguistics and Speech Processing (ROCLING 2016)
O17	2017	Taipei, Taiwan	Proceedings of the 29th Conference on Computational Linguistics and Speech Processing (ROCLING 2017)
O18	2018	Hsinchu, Taiwan	Proceedings of the 30th Conference on Computational Linguistics and Speech Processing (ROCLING 2018)
O88	1988	Nantou, Taiwan	Proceedings of Rocling I Computational Linguistics Conference I
O89	1989	Nantou, Taiwan	Proceedings of Rocling II Computational Linguistics Conference II
O90	1990	Taipei, Taiwan	Proceedings of Rocling III Computational Linguistics Conference III
O91	1991	Pingtung, Taiwan	Proceedings of Rocling IV Computational Linguistics Conference IV
O92	1992	Taipei, Taiwan	Proceedings of Rocling V Computational Linguistics Conference V
O93	1993	Nantou, Taiwan	Proceedings of Rocling VI Computational Linguistics Conference VI
O94	1994	Hsinchu, Taiwan	Proceedings of Rocling VII Computational Linguistics Conference VII
O95	1995	Taoyuan, Taiwan	Proceedings of Rocling VIII Computational Linguistics Conference VIII
O96	1996	Tainan, Taiwan	Proceedings of Rocling IX Computational Linguistics Conference IX
O97	1997	Taipei, Taiwan	Proceedings of the 10th Research on Computational Linguistics International Conference
O98	1998	Hsinchu, Taiwan	Proceedings of Research on Computational Linguistics Conference XI
O99	1999	Hsinchu, Taiwan	Proceedings of Research on Computational Linguistics Conference XII
P00	2000	Hong Kong	Proceedings of the 38th Annual Meeting of the Association for Computational Linguistics
P01	2001	Toulouse, France	Proceedings of the 39th Annual Meeting of the Association for Computational Linguistics
P02	2002	Philadelphia, Pennsylvania, USA	Proceedings of the 40th Annual Meeting of the Association for Computational Linguistics
P03	2003	Sapporo, Japan	Proceedings of the 41st Annual Meeting of the Association for Computational Linguistics
P04	2004	Barcelona, Spain	Proceedings of the 42nd Annual Meeting of the Association for Computational Linguistics (ACL-04)
P05	2005	Ann Arbor, Michigan	Proceedings of the 43rd Annual Meeting of the Association for Computational Linguistics (ACL’05)
P06	2006	Sydney, Australia	Proceedings of the 21st International Conference on Computational Linguistics and 44th Annual Meeting of the Association for Computational Linguistics
P07	2007	Prague, Czech Republic	Proceedings of the 45th Annual Meeting of the Association of Computational Linguistics
P08	2008	Columbus, Ohio	Proceedings of ACL-08: HLT
P09	2009	Suntec, Singapore	Proceedings of the Joint Conference of the 47th Annual Meeting of the ACL and the 4th International Joint Conference on Natural Language Processing of the AFNLP
P10	2010	Uppsala, Sweden	Proceedings of the 48th Annual Meeting of the Association for Computational Linguistics
P11	2011	Portland, Oregon	Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies
P12	2012	Jeju Island, Korea	Proceedings of the 50th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)
P13	2013	Sofia, Bulgaria	Proceedings of the 51st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)
P14	2014	Baltimore, Maryland	Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)
P15	2015	Beijing, China	Proceedings of the 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing (Volume 1: Long Papers)
P16	2016	Berlin, Germany	Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)
P17	2017	Vancouver, Canada	Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)
P18	2018	Melbourne, Australia	Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)
P19	2019	Florence, Italy	Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics
P79	1979	La Jolla, California, USA	17th Annual Meeting of the Association for Computational Linguistics
P80	1980	Philadelphia, Pennsylvania, USA	18th Annual Meeting of the Association for Computational Linguistics
P81	1981	Stanford, California, USA	19th Annual Meeting of the Association for Computational Linguistics
P82	1982	Toronto, Ontario, Canada	20th Annual Meeting of the Association for Computational Linguistics
P83	1983	Cambridge, Massachusetts, USA	21st Annual Meeting of the Association for Computational Linguistics
P84	1984	Stanford, California, USA	10th International Conference on Computational Linguistics and 22nd Annual Meeting of the Association for Computational Linguistics
P85	1985	Chicago, Illinois, USA	23rd Annual Meeting of the Association for Computational Linguistics
P86	1986	New York, New York, USA	24th Annual Meeting of the Association for Computational Linguistics
P87	1987	Stanford, California, USA	25th Annual Meeting of the Association for Computational Linguistics
P88	1988	Buffalo, New York, USA	26th Annual Meeting of the Association for Computational Linguistics
P89	1989	Vancouver, British Columbia, Canada	27th Annual Meeting of the Association for Computational Linguistics
P90	1990	Pittsburgh, Pennsylvania, USA	28th Annual Meeting of the Association for Computational Linguistics
P91	1991	Berkeley, California, USA	29th Annual Meeting of the Association for Computational Linguistics
P92	1992	Newark, Delaware, USA	30th Annual Meeting of the Association for Computational Linguistics
P93	1993	Columbus, Ohio, USA	31st Annual Meeting of the Association for Computational Linguistics
P94	1994	Las Cruces, New Mexico, USA	32nd Annual Meeting of the Association for Computational Linguistics
P95	1995	Cambridge, Massachusetts, USA	33rd Annual Meeting of the Association for Computational Linguistics
P96	1996	Santa Cruz, California, USA	34th Annual Meeting of the Association for Computational Linguistics
P97	1997	Madrid, Spain	35th Annual Meeting of the Association for Computational Linguistics and 8th Conference of the European Chapter of the Association for Computational Linguistics
P98	1998	Montreal, Quebec, Canada	36th Annual Meeting of the Association for Computational Linguistics and 17th International Conference on Computational Linguistics, Volume 1
P99	1999	College Park, Maryland, USA	Proceedings of the 37th Annual Meeting of the Association for Computational Linguistics
Q13	2013	@	Transactions of the Association for Computational Linguistics, Volume 1
Q14	2014	@	Transactions of the Association for Computational Linguistics, Volume 2
Q15	2015	@	Transactions of the Association for Computational Linguistics, Volume 3
Q16	2016	@	Transactions of the Association for Computational Linguistics, Volume 4
Q17	2017	@	Transactions of the Association for Computational Linguistics, Volume 5
Q18	2018	@	Transactions of the Association for Computational Linguistics, Volume 6
Q19	2019	@	Transactions of the Association for Computational Linguistics, Volume 7
R09	2009	Borovets, Bulgaria	Proceedings of the International Conference RANLP-2009
R11	2011	Hissar, Bulgaria	Proceedings of the International Conference Recent Advances in Natural Language Processing 2011
R13	2013	Hissar, Bulgaria	Proceedings of the International Conference Recent Advances in Natural Language Processing RANLP 2013
R15	2015	Hissar, Bulgaria	Proceedings of the International Conference Recent Advances in Natural Language Processing
R17	2017	Varna	Proceedings of the International Conference Recent Advances in Natural Language Processing, RANLP 2017
R19	2019	Varna, Bulgaria	Proceedings of the International Conference on Recent Advances in Natural Language Processing (RANLP 2019)
S01	2001	Toulouse, France	Proceedings of SENSEVAL-2 Second International Workshop on Evaluating Word Sense Disambiguation Systems
S07	2007	Prague, Czech Republic	Proceedings of the Fourth International Workshop on Semantic Evaluations (SemEval-2007)
S10	2010	Uppsala, Sweden	Proceedings of the 5th International Workshop on Semantic Evaluation
S12	2012	Montréal, Canada	*SEM 2012: The First Joint Conference on Lexical and Computational Semantics – Volume 1: Proceedings of the main conference and the shared task, and Volume 2: Proceedings of the Sixth International Workshop on Semantic Evaluation (SemEval 2012)
S13	2013	Atlanta, Georgia, USA	Second Joint Conference on Lexical and Computational Semantics (*SEM), Volume 1: Proceedings of the Main Conference and the Shared Task: Semantic Textual Similarity
S14	2014	Dublin, Ireland	Proceedings of the Third Joint Conference on Lexical and Computational Semantics (*SEM 2014)
S15	2015	Denver, Colorado	Proceedings of the Fourth Joint Conference on Lexical and Computational Semantics
S16	2016	Berlin, Germany	Proceedings of the 10th International Workshop on Semantic Evaluation (SemEval-2016)
S17	2017	Vancouver, Canada	Proceedings of the 6th Joint Conference on Lexical and Computational Semantics (*SEM 2017)
S18	2018	New Orleans, Louisiana	Proceedings of The 12th International Workshop on Semantic Evaluation
S19	2019	Minneapolis, Minnesota	Proceedings of the Eighth Joint Conference on Lexical and Computational Semantics (*SEM 2019)
S98	1998	Hermonceux Castle, Sussex, UK	Proceedings of the Pilot SENSEVAL
T75	1975	Cambridge, MA, USA	Theoretical Issues in Natural Language Processing: Supplement
T78	1978	Urbana-Champaign, USA	Theoretical Issues in Natural Language Processing-2
T87	1987	New Mexico State University, USA	Theoretical Issues in Natural Language Processing 3
U03	2003	Melbourne, Australia	Proceedings of the Australasian Language Technology Workshop 2003
U04	2004	Sydney, Australia	Proceedings of the Australasian Language Technology Workshop 2004
U05	2005	Sydney, Australia	Proceedings of the Australasian Language Technology Workshop 2005
U06	2006	Sydney, Australia	Proceedings of the Australasian Language Technology Workshop 2006
U07	2007	Melbourne, Australia	Proceedings of the Australasian Language Technology Workshop 2007
U08	2008	Hobart, Australia	Proceedings of the Australasian Language Technology Association Workshop 2008
U09	2009	Sydney, Australia	Proceedings of the Australasian Language Technology Association Workshop 2009
U10	2010	Melbourne, Australia	Proceedings of the Australasian Language Technology Association Workshop 2010
U11	2011	Canberra, Australia	Proceedings of the Australasian Language Technology Association Workshop 2011
U12	2012	Dunedin, New Zealand	Proceedings of the Australasian Language Technology Association Workshop 2012
U13	2013	Brisbane, Australia	Proceedings of the Australasian Language Technology Association Workshop 2013 (ALTA 2013)
U14	2014	Melbourne, Australia	Proceedings of the Australasian Language Technology Association Workshop 2014
U15	2015	Parramatta, Australia	Proceedings of the Australasian Language Technology Association Workshop 2015
U16	2016	Melbourne, Australia	Proceedings of the Australasian Language Technology Association Workshop 2016
U17	2017	Brisbane, Australia	Proceedings of the Australasian Language Technology Association Workshop 2017
U18	2018	Dunedin, New Zealand	Proceedings of the Australasian Language Technology Association Workshop 2018
U19	2019	Sydney, Australia	Proceedings of the The 17th Annual Workshop of the Australasian Language Technology Association
W00	2000	Seattle, Washington, USA	NAACL-ANLP 2000 Workshop: Syntactic and Semantic Complexity in Natural Language Processing Systems
W01	2001	?	Automatic Summarization
W02	2002	?	Proceedings of the ACL-02 Workshop on Effective Tools and Methodologies for Teaching Natural Language Processing and Computational Linguistics
W03	2003	?	Proceedings of the HLT-NAACL 2003 Workshop on Analysis of Geographic References
W04	2004	?	Proceedings of the 7th Meeting of the ACL Special Interest Group in Computational Phonology: Current Themes in Computational Phonology and Morphology
W05	2005	?	Proceedings of the Second ACL Workshop on Effective Tools and Methodologies for Teaching NLP and CL
W06	2006	?	Proceedings of the Fifth SIGHAN Workshop on Chinese Language Processing
W07	2007	?	Proceedings of the Workshop on Computational Approaches to Figurative Language
W08	2008	?	Proceedings of the 9th SIGdial Workshop on Discourse and Dialogue
W09	2009	?	Proceedings of the EACL 2009 Workshop on the Interaction between Linguistics and Computational Linguistics: Virtuous, Vicious or Vacuous?
W10	2010	?	Proceedings of the NAACL HLT 2010 Workshop on Active Learning for Natural Language Processing
W11	2011	?	Proceedings of the Ninth International Conference on Computational Semantics (IWCS 2011)
W12	2012	?	Proceedings of the Joint Workshop on Exploiting Synergies between Information Retrieval and Machine Translation (ESIRMT) and Hybrid Approaches to Machine Translation (HyTra)
W13	2013	?	Proceedings of the 10th International Conference on Computational Semantics (IWCS 2013) – Long Papers
W14	2014	?	Proceedings of the Seventh Global Wordnet Conference
W15	2015	?	Proceedings of the 11th International Conference on Computational Semantics
W16	2016	?	Proceedings of the Workshop on Human-Computer Question Answering
W17	2017	?	Proceedings of the 2nd Workshop on the Use of Computational Methods in the Study of Endangered Languages
W18	2018	?	Proceedings of the 8th Workshop on Cognitive Modeling and Computational Linguistics (CMCL 2018)
W19	2019	?	Proceedings of the Society for Computation in Linguistics (SCiL) 2019
W77	1977	?	Proceedings of the 1st Nordic Conference of Computational Linguistics (NODALIDA 1977)
W79	1979	?	Proceedings of the 2nd Nordic Conference of Computational Linguistics (NODALIDA 1979)
W81	1981	?	Proceedings of the 3rd Nordic Conference of Computational Linguistics (NODALIDA 1981)
W83	1984	?	Proceedings of the 4th Nordic Conference of Computational Linguistics (NODALIDA 1983)
W85	1986	?	Proceedings of the 5th Nordic Conference of Computational Linguistics (NODALIDA 1985)
W87	1988	?	Proceedings of the 6th Nordic Conference of Computational Linguistics (NODALIDA 1987)
W89	1989	?	Proceedings of the 7th Nordic Conference of Computational Linguistics (NODALIDA 1989)
W90	1990	?	Proceedings of the Fifth International Workshop on Natural Language Generation
W91	1991	?	Reversible Grammar in Natural Language Processing
W93	1993	?	Acquisition of Lexical Knowledge from Text
W94	1994	?	The Balancing Act: Combining Symbolic and Statistical Approaches to Language
W95	1995	?	Third Workshop on Very Large Corpora
W96	1996	?	Fourth Workshop on Very Large Corpora
W97	1997	?	Fifth Workshop on Very Large Corpora
W98	1998	?	Proceedings of the Fourth International Workshop on Tree Adjoining Grammars and Related Frameworks (TAG+4)
W99	1999	?	The Relation of Discourse/Dialogue Structure and Reference
X93	1993	Fredericksburg, Virginia, USA	TIPSTER TEXT PROGRAM: PHASE I: Proceedings of a Workshop held at Fredricksburg, Virginia, September 19-23, 1993
X96	1996	Vienna, Virginia, USA	TIPSTER TEXT PROGRAM PHASE II: Proceedings of a Workshop held at Vienna, Virginia, May 6-8, 1996
X98	1998	Baltimore, Maryland, USA	TIPSTER TEXT PROGRAM PHASE III: Proceedings of a Workshop held at Baltimore, Maryland, October 13-15, 1998
Y00	2000	Waseda University International Conference Center, Tokyo, Japan	Proceedings of the 14th Pacific Asia Conference on Language, Information and Computation
Y01	2001	Hong Kong, China	Proceedings of the 15th Pacific Asia Conference on Language, Information and Computation
Y02	2001	Jeju, Korea	Proceedings of the 16th Pacific Asia Conference on Language, Information and Computation
Y03	2003	Sentosa, Singapore	Proceedings of the 17th Pacific Asia Conference on Language, Information and Computation
Y04	2004	Waseda University, Tokyo, Japan	Proceedings of the 18th Pacific Asia Conference on Language, Information and Computation
Y05	2005	Taipei, Taiwan, R.O.C.	Proceedings of the 19th Pacific Asia Conference on Language, Information and Computation
Y06	2006	Huazhong Normal University, Wuhan, China	Proceedings of the 20th Pacific Asia Conference on Language, Information and Computation
Y07	2007	Seoul National University, Seoul, Korea	Proceedings of the 21st Pacific Asia Conference on Language, Information and Computation
Y08	2008	The University of the Philippines Visayas Cebu College, Cebu City, Philippines	Proceedings of the 22nd Pacific Asia Conference on Language, Information and Computation
Y09	2009	Hong Kong	Proceedings of the 23rd Pacific Asia Conference on Language, Information and Computation, Volume 1
Y10	2010	Tohoku University, Sendai, Japan	Proceedings of the 24th Pacific Asia Conference on Language, Information and Computation
Y11	2011	Singapore	Proceedings of the 25th Pacific Asia Conference on Language, Information and Computation
Y12	2012	Bali, Indonesia	Proceedings of the 26th Pacific Asia Conference on Language, Information, and Computation
Y13	2013	Taipei, Taiwan	Proceedings of the 27th Pacific Asia Conference on Language, Information, and Computation (PACLIC 27)
Y14	2014	Phuket,Thailand	Proceedings of the 28th Pacific Asia Conference on Language, Information and Computing
Y15	2015	Shanghai, China	Proceedings of the 29th Pacific Asia Conference on Language, Information and Computation
Y16	2016	Seoul, South Korea	Proceedings of the 30th Pacific Asia Conference on Language, Information and Computation: Keynote Speeches and Invited Talks
Y17	2017	Cebu City, Philippines	Proceedings of the 31st Pacific Asia Conference on Language, Information and Computation
Y18	2018	Hong Kong	Proceedings of the 32nd Pacific Asia Conference on Language, Information and Computation
Y95	1995	City University of Hong Kong, Hong Kong	Proceedings of the 10th Pacific Asia Conference on Language, Information and Computation
Y96	1996	Seoul, Korea	Proceedings of the 11th Pacific Asia Conference on Language, Information and Computation
Y98	1998	Singapore	Proceedings of the 12th Pacific Asia Conference on Language, Information and Computation
Y99	1999	National Cheng Kung University, Taiwan, R.O.C.	Proceedings of the 13th Pacific Asia Conference on Language, Information and Computation
